Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed
Monkey Sea Foam,https://www.mountainproject.com/route/109230440/monkey-sea-foam,2.3,5.9+,1,65.0,37.754,-111.8714,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
Simian Survival,https://www.mountainproject.com/route/108359745/simian-survival,2.5,5.9+,1,40.0,37.7577,-111.8712,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,True,True,False,False,False,False
Blue Nile,https://www.mountainproject.com/route/108264957/blue-nile,2.0,5.9-,1,50.0,37.7634,-111.87064,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,True,True,False,False,False,False
Revenge of the Rhodesian Flycatcher,https://www.mountainproject.com/route/110713461/revenge-of-the-rhodesian-flycatcher,1.8,5.9-,1,55.0,37.7634,-111.87064,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
Your Substrate Makes My Lava Flow,https://www.mountainproject.com/route/109284426/your-substrate-makes-my-lava-flow,3.3,5.9,1,50.0,37.76031,-111.87101,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
Arete a go-go,https://www.mountainproject.com/route/120953263/arete-a-go-go,2.0,5.9,1,40.0,37.77957,-111.90183,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
Sigurd,https://www.mountainproject.com/route/121000783/sigurd,2.3,5.9,1,40.0,37.77957,-111.90183,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
Totally Topless,https://www.mountainproject.com/route/121221114/totally-topless,3.3,5.9+ ,1,85.0,37.77957,-111.90183,True,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
A Symbiotic Relationship,https://www.mountainproject.com/route/114566681/a-symbiotic-relationship,2.0,5.9+,1,45.0,37.77515,-111.8943,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
Approach Protocol,https://www.mountainproject.com/route/114952568/approach-protocol,2.0,5.9+,1,70.0,37.77727,-111.8992,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
Stall & Fall,https://www.mountainproject.com/route/117389012/stall-fall,2.9,5.9+,1,50.0,37.77727,-111.8992,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
sugar baby,https://www.mountainproject.com/route/124427066/sugar-baby,2.0,5.9,1,30.0,37.7613,-111.89991,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
El bueno,https://www.mountainproject.com/route/124427687/el-bueno,1.7,5.9,1,40.0,37.7613,-111.89991,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
Butterfly Caught,https://www.mountainproject.com/route/124489193/butterfly-caught,2.0,5.9,1,30.0,37.7613,-111.89991,False,False,Utah,South Central Utah,on the Aquarius Plateau,,,False,True,False,False,False,False
Sirens,https://www.mountainproject.com/route/122498557/sirens,2.0,5.9+,1,40.0,37.07572,-112.00348,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Swoop Wall,False,False,False,False,False,False
I Buck One,https://www.mountainproject.com/route/116738922/i-buck-one,2.0,5.9-,1,30.0,37.07603,-112.00355,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Carrot Buttress,False,False,True,False,False,False
Enewman,https://www.mountainproject.com/route/116740123/enewman,2.0,5.9,1,40.0,37.07603,-112.00355,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Carrot Buttress,False,False,True,False,False,False
Barrel O' Fun,https://www.mountainproject.com/route/116739990/barrel-o-fun,3.6,5.9+,1,50.0,37.07603,-112.00355,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,Carrot Buttress,False,False,True,False,False,False
I'm Back Baby!,https://www.mountainproject.com/route/120725714/im-back-baby,2.0,5.9,1,50.0,37.07681,-112.00391,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,John Holmes Detachment,False,False,False,False,False,False
Deez Nuts,https://www.mountainproject.com/route/117010024/deez-nuts,2.7,5.9,1,60.0,37.07696,-112.00409,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,The Dog Pound,False,False,True,False,False,False
Fritz's Gotez Route,https://www.mountainproject.com/route/122147441/fritzs-gotez-route,3.0,5.9+,1,50.0,37.07696,-112.00409,False,False,Utah,South Central Utah,Grand Staircase,Buckskin Gulch,The Dog Pound,False,False,False,False,False,False
Liggity-Lu,https://www.mountainproject.com/route/110744759/liggity-lu,3.0,5.9,1,30.0,37.05809,-111.3452,False,False,Utah,South Central Utah,Glen Canyon,Lake Powell,Gunsight Bay,False,False,False,False,False,False
Neffanie,https://www.mountainproject.com/route/110744908/neffanie,3.0,5.9,1,30.0,37.05809,-111.3452,False,False,Utah,South Central Utah,Glen Canyon,Lake Powell,Gunsight Bay,False,False,False,False,False,False
Dub-J,https://www.mountainproject.com/route/110744982/dub-j,3.0,5.9,1,30.0,37.05809,-111.3452,False,False,Utah,South Central Utah,Glen Canyon,Lake Powell,Gunsight Bay,False,False,False,False,False,False
Stone Garden Offwidth Boulder,https://www.mountainproject.com/route/113407493/stone-garden-offwidth-boulder,2.0,5.9,1,16.0,40.74985,-110.87912,False,False,Utah,Northeast Utah,Uinta Mountains,Stone Garden,,False,False,False,False,False,False
The Gentleman Who Fell,https://www.mountainproject.com/route/105845987/the-gentleman-who-fell,2.5,5.9,1,75.0,40.74985,-110.87912,False,False,Utah,Northeast Utah,Uinta Mountains,Stone Garden,,False,False,False,False,False,False
Late to the Prom,https://www.mountainproject.com/route/122938389/late-to-the-prom,2.0,5.9-,1,70.0,40.73091,-110.87835,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Good Medicine Area,False,False,False,False,False,False
Peace Treaty,https://www.mountainproject.com/route/105741134/peace-treaty,3.0,5.9,1,60.0,40.73091,-110.87835,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Good Medicine Area,False,False,False,False,False,False
Scout,https://www.mountainproject.com/route/109475176/scout,2.0,5.9,1,50.0,40.7313,-110.87607,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Chief Wall,False,False,False,False,False,False
General George Custer,https://www.mountainproject.com/route/106580493/general-george-custer,2.4,5.9+,1,40.0,40.7313,-110.87607,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Chief Wall,False,False,False,False,False,False
Rain Maker,https://www.mountainproject.com/route/106437472/rain-maker,2.4,5.9,1,40.0,40.73033,-110.8803,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Memorial Wall,False,False,False,False,False,False
Uinta Hit Squad,https://www.mountainproject.com/route/105843814/uinta-hit-squad,2.2,5.9,1,70.0,40.73063,-110.87969,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Assassin Wall,False,False,False,False,False,False
Peyote Trip,https://www.mountainproject.com/route/105993637/peyote-trip,2.5,5.9,1,60.0,40.73076,-110.87897,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Last Stand Wall,False,False,False,False,False,False
Frolic,https://www.mountainproject.com/route/119433986/frolic,2.0,5.9,1,60.0,40.73076,-110.87897,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Last Stand Wall,False,False,False,False,False,False
Unknown Corner,https://www.mountainproject.com/route/122858352/unknown-corner,2.0,5.9,1,60.0,40.73076,-110.87897,False,False,Utah,Northeast Utah,Uinta Mountains,Ruth Lake,Last Stand Wall,False,False,False,False,False,False
Lake Effect,https://www.mountainproject.com/route/106711955/lake-effect,2.8,5.9,1,50.0,40.6879,-110.9686,False,False,Utah,Northeast Utah,Uinta Mountains,Cliff Lake,,True,False,False,False,False,False
New Jax City,https://www.mountainproject.com/route/106046732/new-jax-city,1.8,5.9,1,30.0,40.6674,-110.9691,False,False,Utah,Northeast Utah,Uinta Mountains,Jax Cliff,,False,False,False,False,False,False
Sport Rappelling is Neither,https://www.mountainproject.com/route/106495628/sport-rappelling-is-neither,2.4,5.9,1,55.0,40.70396,-110.9349,False,False,Utah,Northeast Utah,Uinta Mountains,Notch Lake,The Getaway Wall,False,False,False,False,False,False
Paul's Route,https://www.mountainproject.com/route/106864596/pauls-route,2.9,5.9,1,90.0,40.70027,-110.89817,False,False,Utah,Northeast Utah,Uinta Mountains,Moosehorn,The Moore Wall,False,True,False,False,False,False
BitzKrieg,https://www.mountainproject.com/route/106861112/bitzkrieg,2.4,5.9,1,70.0,40.75439,-110.87989,False,False,Utah,Northeast Utah,Uinta Mountains,Mosquito Wall,,False,False,False,False,False,False
Friday the Thirteenth,https://www.mountainproject.com/route/106885626/friday-the-thirteenth,2.1,5.9,1,55.0,40.75439,-110.87989,False,False,Utah,Northeast Utah,Uinta Mountains,Mosquito Wall,,False,False,False,False,False,False
One Piece Puzzle,https://www.mountainproject.com/route/106886314/one-piece-puzzle,1.6,5.9,1,55.0,40.75439,-110.87989,False,False,Utah,Northeast Utah,Uinta Mountains,Mosquito Wall,,False,False,False,False,False,False
Aaron's Hot Venom Injection Arete,https://www.mountainproject.com/route/111098390/aarons-hot-venom-injection-arete,3.6,5.9,1,100.0,40.694,-110.90243,False,False,Utah,Northeast Utah,Uinta Mountains,Bald Mountain,Cobrazone,False,True,False,False,False,False
Wizard's Sleeve,https://www.mountainproject.com/route/119542783/wizards-sleeve,3.1,5.9,1,105.0,40.69303,-110.90323,False,False,Utah,Northeast Utah,Uinta Mountains,Bald Mountain,The Pass Crag,False,True,False,False,False,False
Rockapulco,https://www.mountainproject.com/route/122755159/rockapulco,1.5,5.9,1,50.0,40.69981,-110.96481,False,False,Utah,Northeast Utah,Uinta Mountains,Upper Wall Lake Tier,,False,True,False,False,False,False
Paranoia Dips,https://www.mountainproject.com/route/125002958/paranoia-dips,3.0,5.9,1,20.0,40.69886,-110.89815,False,False,Utah,Northeast Utah,Uinta Mountains,Lost & Found,,False,False,False,False,False,False
Sunglasses & Mustaches,https://www.mountainproject.com/route/125003168/sunglasses-mustaches,3.0,5.9,1,60.0,40.69886,-110.89815,False,False,Utah,Northeast Utah,Uinta Mountains,Lost & Found,,False,False,False,False,False,False
Simple Pleasures,https://www.mountainproject.com/route/125003205/simple-pleasures,3.0,5.9,1,50.0,40.69886,-110.89815,False,False,Utah,Northeast Utah,Uinta Mountains,Lost & Found,,False,False,False,False,False,False
On Deck,https://www.mountainproject.com/route/106791270/on-deck,2.3,5.9-,1,,40.60199,-109.43005,False,False,Utah,Northeast Utah,Vernal Area,East Battle Ship,,False,False,False,False,False,False
Crack 3,https://www.mountainproject.com/route/123331946/crack-3,3.4,5.9+,1,50.0,40.59798,-109.73133,False,False,Utah,Northeast Utah,Vernal Area,Dry Fork Canyon,,False,False,True,False,False,False
Lightning Fingers,https://www.mountainproject.com/route/120638039/lightning-fingers,2.3,5.9+,1,40.0,40.891,-109.76765,False,False,Utah,Northeast Utah,Flaming Gorge,Windy Ridge,,False,False,False,False,False,False
Reedmeister,https://www.mountainproject.com/route/120818811/reedmeister,3.0,5.9,1,90.0,40.90656,-109.79332,False,False,Utah,Northeast Utah,Flaming Gorge,Windy Ridge,,False,False,False,False,False,False
Desolation Row,https://www.mountainproject.com/route/113245779/desolation-row,3.0,5.9,1,50.0,39.6898,-110.00736,False,False,Utah,Northeast Utah,Desolation Canyon,Rock Creek,,False,False,False,False,False,False
Kentucky Brown Plate,https://www.mountainproject.com/route/120625896/kentucky-brown-plate,2.5,5.10a,1,50.0,38.04004,-109.53368,False,False,Utah,Southeast Utah,Indian Creek,Habitado,,False,False,False,False,False,False
Ananab,https://www.mountainproject.com/route/113957710/ananab,2.4,5.10a,1,45.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Light of the World,https://www.mountainproject.com/route/117566372/light-of-the-world,2.7,5.10a,1,90.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,True,False,False,False
Mini Skirt,https://www.mountainproject.com/route/108039039/mini-skirt,2.3,5.10a,1,65.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Arc Angel,https://www.mountainproject.com/route/110015952/arc-angel,2.4,5.10a,1,,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Nervous in Suburbia,https://www.mountainproject.com/route/105717502/nervous-in-suburbia,3.1,5.10a,1,50.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Banana Peel,https://www.mountainproject.com/route/105891803/banana-peel,2.6,5.10a,1,55.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Stego Slab,https://www.mountainproject.com/route/107461463/stego-slab,2.1,5.10a,1,35.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Steel Your Face,https://www.mountainproject.com/route/105717625/steel-your-face,2.7,5.10a/b,1,,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Pounding the Frog,https://www.mountainproject.com/route/111794502/pounding-the-frog,2.3,5.10b ,1,40.0,38.54668,-109.59959,False,True,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Main Stream,https://www.mountainproject.com/route/123574552/main-stream,1.8,5.10b,1,90.0,38.54668,-109.59959,False,False,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Just Another Pretty Face,https://www.mountainproject.com/route/105717619/just-another-pretty-face,2.6,5.10 ,1,,38.54668,-109.59959,False,True,Utah,Southeast Utah,Potash Road,Wall Street,,False,False,False,False,False,False
Boognish Tower,https://www.mountainproject.com/route/108214204/boognish-tower,3.5,5.10 ,1,120.0,38.57066,-109.66948,True,False,Utah,Southeast Utah,Potash Road,Day Canyon,Boognish Tower,True,False,False,False,False,False
Two Thumbs Up,https://www.mountainproject.com/route/106470389/two-thumbs-up,1.5,5.10,1,50.0,38.5714,-109.5815,False,False,Utah,Southeast Utah,Potash Road,Mars,,False,False,False,False,False,False
Juicy Tower,https://www.mountainproject.com/route/118355133/juicy-tower,3.0,5.10 A0 ,1,60.0,38.55646,-109.63139,False,True,Utah,Southeast Utah,Potash Road,Middle Earth,,False,False,False,True,False,False
"To Boo, or Not to Boo",https://www.mountainproject.com/route/112556981/to-boo-or-not-to-boo,2.9,5.10a,1,75.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
All’s Well That Sends Well,https://www.mountainproject.com/route/116967966/alls-well-that-sends-well,2.5,5.10b,1,70.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
Industrial Disease,https://www.mountainproject.com/route/124010189/industrial-disease,2.2,5.10b,1,90.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
A Pound Of Choss,https://www.mountainproject.com/route/122081807/a-pound-of-choss,2.8,5.10b/c,1,75.0,38.66113,-109.4994,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
Men in Tights,https://www.mountainproject.com/route/112542533/men-in-tights,3.3,5.10a,1,95.0,38.66006,-109.49974,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
Babel,https://www.mountainproject.com/route/112556966/babel,2.2,5.10,1,80.0,38.66006,-109.49974,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
"Hot Yoga Steve, The Movie",https://www.mountainproject.com/route/113027118/hot-yoga-steve-the-movie,2.3,5.10,1,80.0,38.66006,-109.49974,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
Frito Lay,https://www.mountainproject.com/route/123299930/frito-lay,1.8,5.10a,1,60.0,38.6618,-109.49886,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
Frito Bandito,https://www.mountainproject.com/route/124192034/frito-bandito,2.0,5.10a,1,60.0,38.6618,-109.49886,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
Muppets are Puppets Too,https://www.mountainproject.com/route/120002950/muppets-are-puppets-too,1.9,5.10-,1,60.0,38.6618,-109.49886,False,False,Utah,Southeast Utah,River Road,Out Beach,,False,False,False,False,False,False
